sitename,electrificationpolename,kilometer,kilolon,kilolat,
函南駅,止２,114077,138.976225,35.108274,114075
函南駅,止１,114083,138.976115,35.108286,114085
函南駅,副３,114102,138.97595,35.108303,114100
函南駅,本３,114102,138.97595,35.108303,114100
函南駅,特３,114104,138.975895,35.108309,114105
函南駅,特３－１,114104,138.975895,35.108309,114105
函南駅,曲１,114117,138.975785,35.108322,114115
函南駅,特１,114150,138.9754,35.108364,114150
函南駅,特２,114150,138.9754,35.108364,114150
函南駅,本４,114150,138.9754,35.108364,114150
函南駅,特１－１,114157,138.975345,35.10837,114155
函南駅,特２－１,114157,138.975345,35.10837,114155
函南駅,副５－１,114186,138.975025,35.108406,114185
函南駅,副５－２,114186,138.975025,35.108406,114185
函南駅,本５,114186,138.975025,35.108406,114185
函南駅,副６,114218,138.97464,35.108448,114220
函南駅,本６,114218,138.97464,35.108448,114220
函南駅,副６－１,114243,138.974368,35.108478,114245
函南駅,本６－１,114243,138.974368,35.108478,114245
函南駅,副７,114252,138.974315,35.108484,114250
函南駅,本７,114252,138.974315,35.108484,114250
函南駅,副８－１,114287,138.973938,35.108518,114285
函南駅,副８－２,114287,138.973938,35.108518,114285
函南駅,本８,114287,138.973938,35.108518,114285
函南駅,副９－１,114323,138.973505,35.108567,114325
函南駅,副９－２,114323,138.973505,35.108567,114325
函南駅,本９,114323,138.973505,35.108567,114325
函南駅,副１０,114367,138.973065,35.108612,114365
函南駅,本１０,114367,138.973065,35.108612,114365
函南駅,副１１,114407,138.972635,35.108643,114405
函南駅,本１１,114407,138.972635,35.108643,114405
函南駅,副１２－１,114438,138.97226,35.108665,114440
函南駅,副１２－２,114438,138.97226,35.108665,114440
函南駅,本１２,114438,138.97226,35.108665,114440
函南駅,副１３－１,114473,138.971893,35.10868,114475
函南駅,副１３－２,114473,138.971893,35.10868,114475
函南駅,本１３,114473,138.971893,35.10868,114475
函南駅,副１４,114510,138.97151,35.108688,114510
函南駅,本１４,114510,138.97151,35.108688,114510
函南駅,副１５,114546,138.971115,35.108682,114545
函南駅,本１５,114546,138.971115,35.108682,114545
函南駅,副１６－１,114582,138.97072,35.108665,114580
函南駅,副１６－２,114582,138.97072,35.108665,114580
函南駅,本１６,114582,138.97072,35.108665,114580
函南駅,副１７－１,114619,138.97027,35.10863,114620
函南駅,副１７－２,114619,138.97027,35.10863,114620
函南駅,本１７,114619,138.97027,35.10863,114620
函南駅,副１８－１,114655,138.969895,35.108589,114655
函南駅,副１８－２,114655,138.969895,35.108589,114655
函南駅,本１８,114655,138.969895,35.108589,114655
函南駅,副１９,114691,138.96951,35.108537,114690
函南駅,本１９,114691,138.96951,35.108537,114690
函南駅,副２０,114728,138.969075,35.108467,114730
函南駅,本２０,114728,138.969075,35.108467,114730
函南駅,副２１,114765,138.968698,35.108396,114765
函南駅,本２１,114765,138.968698,35.108396,114765
函南駅,副２２,114801,138.96832,35.108318,114800
函南駅,本２２,114801,138.96832,35.108318,114800
函南駅,副２３,114837,138.967953,35.108241,114835
函南駅,本２３,114837,138.967953,35.108241,114835
函南駅,副２４,114882,138.96748,35.108143,114880
函南駅,本２４,114882,138.96748,35.108143,114880
函南駅,副２５,114927,138.967018,35.108046,114925
函南駅,本２５,114927,138.967018,35.108046,114925
函南駅,副２６,114972,138.966555,35.107949,114970
函南駅,本２６,114972,138.966555,35.107949,114970
函南～三島,副１,115017,138.966083,35.107851,115015
函南～三島,本１,115017,138.966083,35.107851,115015
函南～三島,副２,115062,138.96561,35.107751,115060
函南～三島,本２,115062,138.96561,35.107751,115060
函南～三島,副３,115107,138.965128,35.107653,115105
函南～三島,本３,115107,138.965128,35.107653,115105
函南～三島,副４,115152,138.964645,35.107552,115150
函南～三島,本４,115152,138.964645,35.107552,115150
函南～三島,副５,115198,138.96411,35.107439,115200
函南～三島,本５,115198,138.96411,35.107439,115200
函南～三島,副６,115234,138.963743,35.107362,115235
函南～三島,本６,115234,138.963743,35.107362,115235
函南～三島,副７,115411,138.96186,35.107097,115410
函南～三島,本７,115411,138.96186,35.107097,115410
函南～三島,副８,115447,138.961475,35.107097,115445
函南～三島,本８,115447,138.961475,35.107097,115445
函南～三島,副９,115483,138.961035,35.107121,115485
函南～三島,本９,115483,138.961035,35.107121,115485
函南～三島,副１０,115519,138.96065,35.107157,115520
函南～三島,本１０,115519,138.96065,35.107157,115520
函南～三島,副１１,115555,138.960275,35.107214,115555
函南～三島,本１１,115555,138.960275,35.107214,115555
函南～三島,副１２,115590,138.959905,35.107289,115590
函南～三島,本１２,115590,138.959905,35.107289,115590
函南～三島,副１３,115626,138.959538,35.107378,115625
函南～三島,本１３,115626,138.959538,35.107378,115625
函南～三島,副１４,115662,138.95918,35.107485,115660
函南～三島,本１４,115662,138.95918,35.107485,115660
函南～三島,副１５,115698,138.95878,35.107631,115700
函南～三島,本１５,115698,138.95878,35.107631,115700
函南～三島,副１６,115736,138.958438,35.107776,115735
函南～三島,本１６,115736,138.958438,35.107776,115735
函南～三島,副１７,115771,138.958105,35.107938,115770
函南～三島,本１７,115771,138.958105,35.107938,115770
函南～三島,副１８,115808,138.95774,35.108137,115810
函南～三島,本１８,115808,138.95774,35.108137,115810
函南～三島,副１９,115846,138.957435,35.108325,115845
函南～三島,本１９,115846,138.957435,35.108325,115845
函南～三島,副２０,115890,138.957045,35.108574,115890
函南～三島,本２０,115890,138.957045,35.108574,115890
函南～三島,副２１,115934,138.956653,35.108822,115935
函南～三島,本２１,115934,138.956653,35.108822,115935
函南～三島,副２２,115978,138.95626,35.109071,115980
函南～三島,本２２,115978,138.95626,35.109071,115980
函南～三島,副２３,116022,138.95592,35.10929,116020
函南～三島,本２３,116022,138.95592,35.10929,116020
函南～三島,副２４,116065,138.955528,35.109538,116065
函南～三島,本２４,116065,138.955528,35.109538,116065
函南～三島,副２５,116109,138.955135,35.109786,116110
函南～三島,本２５,116109,138.955135,35.109786,116110
函南～三島,副２６,116696,138.950073,35.11301,116695
函南～三島,本２６,116696,138.950073,35.11301,116695
函南～三島,副２７,116730,138.94979,35.113227,116730
函南～三島,本２７,116730,138.94979,35.113227,116730
函南～三島,副２８,116766,138.949523,35.113445,116765
函南～三島,本２８,116766,138.949523,35.113445,116765
函南～三島,副２９,116801,138.94927,35.113687,116800
函南～三島,本２９,116801,138.94927,35.113687,116800
函南～三島,副３０,116836,138.949043,35.113935,116835
函南～三島,本３０,116836,138.949043,35.113935,116835
函南～三島,副３１,116872,138.94882,35.114198,116870
函南～三島,本３１,116872,138.94882,35.114198,116870
函南～三島,副３２,116916,138.948558,35.114545,116915
函南～三島,本３２,116916,138.948558,35.114545,116915
函南～三島,副３３,116960,138.94829,35.114899,116960
函南～三島,本３３,116960,138.94829,35.114899,116960
函南～三島,副３４,117005,138.948023,35.115253,117005
函南～三島,本３４,117005,138.948023,35.115253,117005
函南～三島,副３５,117050,138.947765,35.115598,117050
函南～三島,本３５,117050,138.947765,35.115598,117050
函南～三島,副３６,117095,138.947508,35.115943,117095
函南～三島,本３６,117095,138.947508,35.115943,117095
函南～三島,副３７,117140,138.94724,35.116291,117140
函南～三島,本３７,117140,138.94724,35.116291,117140
函南～三島,副３８,117185,138.946983,35.116641,117185
函南～三島,本３８,117185,138.946983,35.116641,117185
函南～三島,副３９,117230,138.946725,35.11698,117230
函南～三島,本３９,117230,138.946725,35.11698,117230
函南～三島,副４０,117275,138.946468,35.117324,117275
函南～三島,本４０,117275,138.946468,35.117324,117275
函南～三島,副４１,117320,138.94621,35.117666,117320
函南～三島,本４１,117320,138.94621,35.117666,117320
函南～三島,副４２,117356,138.946,35.117926,117355
函南～三島,本４２,117356,138.946,35.117926,117355
函南～三島,副４３,117392,138.94577,35.118179,117390
函南～三島,本４３,117392,138.94577,35.118179,117390
函南～三島,副４４,117430,138.945485,35.118454,117430
函南～三島,本４４,117430,138.945485,35.118454,117430
函南～三島,副４５,117466,138.94522,35.118682,117465
函南～三島,本４５,117466,138.94522,35.118682,117465
函南～三島,副４６,117502,138.94494,35.118897,117500
函南～三島,本４６,117502,138.94494,35.118897,117500
函南～三島,副４７,117537,138.944643,35.119096,117535
函南～三島,本４７,117537,138.944643,35.119096,117535
函南～三島,副４８,117572,138.94434,35.119281,117570
函南～三島,本４８,117572,138.94434,35.119281,117570
函南～三島,副４９,117602,138.94406,35.119429,117600
函南～三島,本４９,117602,138.94406,35.119429,117600
函南～三島,副５０,117631,138.943775,35.119564,117630
函南～三島,本５０,117631,138.943775,35.119564,117630
函南～三島,副５１,117659,138.94348,35.119688,117660
函南～三島,本５１,117659,138.94348,35.119688,117660
函南～三島,副５２,117687,138.943238,35.11978,117685
函南～三島,本５２,117687,138.943238,35.11978,117685
函南～三島,副５３,117718,138.94288,35.119898,117720
函南～三島,本５３,117718,138.94288,35.119898,117720
函南～三島,副５４,117753,138.942523,35.119997,117755
函南～三島,本５４,117753,138.942523,35.119997,117755
函南～三島,副５５,117788,138.942155,35.120089,117790
函南～三島,本５５,117788,138.942155,35.120089,117790
函南～三島,副５６,117833,138.941683,35.120199,117835
函南～三島,本５６,117833,138.941683,35.120199,117835
函南～三島,副５７,117876,138.941255,35.12031,117875
函南～三島,本５７,117876,138.941255,35.12031,117875
函南～三島,副５８,117920,138.94078,35.120427,117920
函南～三島,本５８,117920,138.94078,35.120427,117920
函南～三島,副５９,117964,138.940318,35.120544,117965
函南～三島,本５９,117964,138.940318,35.120544,117965
函南～三島,副６０,118000,138.93995,35.120633,118000
函南～三島,本６０,118000,138.93995,35.120633,118000
函南～三島,本６１,118331,138.93649,35.121485,118330
函南～三島,本６１,118331,138.93649,35.121485,118330
函南～三島,副６２,118367,138.936128,35.121587,118365
函南～三島,本６２,118367,138.936128,35.121587,118365
函南～三島,副６３,118403,138.93572,35.121715,118405
函南～三島,本６３,118403,138.93572,35.121715,118405
函南～三島,副６４,118439,138.93537,35.121841,118440
函南～三島,本６４,118439,138.93537,35.121841,118440
函南～三島,副６５,118475,138.93502,35.121977,118475
函南～三島,本６５,118475,138.93502,35.121977,118475
函南～三島,副６６,118521,138.93458,35.12215,118520
函南～三島,本６６,118521,138.93458,35.12215,118520
函南～三島,副６７,118556,138.934238,35.122298,118555
函南～三島,本６７,118556,138.934238,35.122298,118555
函南～三島,副６８,118661,138.93321,35.122723,118660
函南～三島,本６８,118661,138.93321,35.122723,118660
函南～三島,副６９,118698,138.93281,35.122885,118700
函南～三島,本６９,118698,138.93281,35.122885,118700
函南～三島,副７０,118743,138.93237,35.123067,118745
函南～三島,本７０,118743,138.93237,35.123067,118745
函南～三島,副７１,118788,138.93193,35.12325,118790
函南～三島,本７１,118788,138.93193,35.12325,118790
函南～三島,副７２,118824,138.93159,35.123391,118825
函南～三島,本７２,118824,138.93159,35.123391,118825
函南～三島,副７３,118871,138.931145,35.123572,118870
函南～三島,本７３,118871,138.931145,35.123572,118870
函南～三島,副７４,118918,138.93066,35.123775,118920
函南～三島,本７４,118918,138.93066,35.123775,118920
函南～三島,副７５,118964,138.930213,35.123956,118965
函南～三島,本７５,118964,138.930213,35.123956,118965
函南～三島,副７６,119010,138.92977,35.124139,119010
函南～三島,本７６,119010,138.92977,35.124139,119010
函南～三島,副７７,119056,138.92933,35.124321,119055
函南～三島,本７７,119056,138.92933,35.124321,119055
函南～三島,副７８,119101,138.92889,35.124503,119100
函南～三島,本７８,119101,138.92889,35.124503,119100
函南～三島,副７９,119146,138.92845,35.124684,119145
函南～三島,本７９,119146,138.92845,35.124684,119145
函南～三島,副８０,119191,138.92801,35.124865,119190
函南～三島,本８０,119191,138.92801,35.124865,119190
函南～三島,副８１,119235,138.927568,35.125047,119235
函南～三島,本８１,119235,138.927568,35.125047,119235
函南～三島,副８２,119280,138.92712,35.125231,119280
函南～三島,本８２,119280,138.92712,35.125231,119280
函南～三島,副８３,119326,138.926673,35.125415,119325
函南～三島,本８３,119326,138.926673,35.125415,119325
函南～三島,副８４,119372,138.92623,35.125599,119370
函南～三島,本８４,119372,138.92623,35.125599,119370
函南～三島,副８５,119417,138.925788,35.125781,119415
函南～三島,本８５,119417,138.925788,35.125781,119415
函南～三島,副８６,119461,138.92535,35.125959,119460
函南～三島,本８６,119461,138.92535,35.125959,119460
函南～三島,副８７,119506,138.92492,35.126138,119505
函南～三島,本８７,119506,138.92492,35.126138,119505
函南～三島,副８８,119552,138.92448,35.12632,119550
函南～三島,本８８,119552,138.92448,35.12632,119550
函南～三島,副８９,119596,138.924038,35.126502,119595
函南～三島,本８９,119596,138.924038,35.126502,119595
函南～三島,副９０,119641,138.9236,35.126682,119640
函南～三島,本９０,119641,138.9236,35.126682,119640
函南～三島,副９１,119678,138.92321,35.126838,119680
函南～三島,本９１,119678,138.92321,35.126838,119680
函南～三島,副９２,119714,138.92286,35.126965,119715
函南～三島,本９２,119714,138.92286,35.126965,119715
函南～三島,副９３,119749,138.922505,35.127079,119750
函南～三島,本９３,119749,138.922505,35.127079,119750
函南～三島,副９４,119786,138.922148,35.127182,119785
函南～三島,本９４,119786,138.922148,35.127182,119785
函南～三島,副９５,119823,138.921725,35.127283,119825
函南～三島,本９５,119823,138.921725,35.127283,119825
函南～三島,副９６,119858,138.92135,35.127358,119860
函南～三島,本９６,119858,138.92135,35.127358,119860
函南～三島,副９７,119895,138.920975,35.127419,119895
函南～三島,本９７,119895,138.920975,35.127419,119895
函南～三島,副９８,119931,138.9206,35.127466,119930
函南～三島,本９８,119931,138.9206,35.127466,119930
三島駅,副１,119966,138.920215,35.127502,119965
三島駅,本１,119966,138.920215,35.127502,119965
三島駅,副３,120041,138.9194,35.127528,120040
三島駅,本３,120041,138.9194,35.127528,120040
三島駅,副４,120077,138.919015,35.127518,120075
三島駅,本４,120077,138.919015,35.127518,120075
三島駅,副５,120113,138.918575,35.12749,120115
三島駅,本５,120113,138.918575,35.12749,120115
三島駅,副６－１,120148,138.91819,35.127452,120150
三島駅,副６－２,120148,138.91819,35.127452,120150
三島駅,本６,120148,138.91819,35.127452,120150
三島駅,特１,120153,138.918135,35.127446,120155
三島駅,副７,120153,138.918135,35.127446,120155
三島駅,本７,120153,138.918135,35.127446,120155
三島駅,副８,120185,138.917808,35.127393,120185
三島駅,本８,120185,138.917808,35.127393,120185
三島駅,副９,120221,138.91743,35.127336,120220
三島駅,本９,120221,138.91743,35.127336,120220
三島駅,副１０,120265,138.916945,35.12725,120265
三島駅,本１０,120265,138.916945,35.12725,120265
三島駅,副１１,120310,138.916455,35.127163,120310
三島駅,本１１,120310,138.916455,35.127163,120310
三島駅,止２,120327,138.916298,35.127135,120325
三島駅,止３,120337,138.916193,35.127116,120335
三島駅,止３－１,120346,138.916088,35.127097,120345
三島駅,副１２,120356,138.915983,35.127078,120355
三島駅,本１２,120356,138.915983,35.127078,120355
三島駅,副１３,120401,138.9155,35.12699,120400
三島駅,本１３,120401,138.9155,35.12699,120400
三島駅,副１４,120435,138.915125,35.126926,120435
三島駅,本１４,120435,138.915125,35.126926,120435
三島駅,副１５,120461,138.91486,35.12687,120460
三島駅,本１５,120461,138.91486,35.12687,120460
三島駅,副１６,120496,138.914485,35.12681,120495
三島駅,本１６,120496,138.914485,35.12681,120495
三島駅,副１７－１,120521,138.91422,35.126764,120520
三島駅,副１７－２,120521,138.91422,35.126764,120520
三島駅,本１７,120521,138.91422,35.126764,120520
三島駅,曲４,120549,138.9139,35.126707,120550
三島駅,副１８－１,120558,138.91379,35.126688,120560
三島駅,副１８－２,120558,138.91379,35.126688,120560
三島駅,副１８－３,120558,138.91379,35.126688,120560
三島駅,本１８,120558,138.91379,35.126688,120560
三島駅,副１９－１,120602,138.91336,35.126611,120600
三島駅,副１９－２,120602,138.91336,35.126611,120600
三島駅,副１９－３,120602,138.91336,35.126611,120600
三島駅,副２０－１,120637,138.912985,35.126545,120635
三島駅,副２０－２,120637,138.912985,35.126545,120635
三島駅,副２０－３,120637,138.912985,35.126545,120635
三島駅,本２０,120637,138.912985,35.126545,120635
三島駅,副２１－１,120674,138.912555,35.126462,120675
三島駅,副２１－２,120674,138.912555,35.126462,120675
三島駅,副２１－３,120674,138.912555,35.126462,120675
三島駅,本２１,120674,138.912555,35.126462,120675
三島駅,曲２,120694,138.912343,35.126428,120695
三島駅,副２２－１,120710,138.912185,35.126401,120710
三島駅,副２２－２,120710,138.912185,35.126401,120710
三島駅,副２２－３,120710,138.912185,35.126401,120710
三島駅,副２２－４,120710,138.912185,35.126401,120710
三島駅,本２２,120710,138.912185,35.126401,120710
三島駅,副２３－１,120755,138.911703,35.126315,120755
三島駅,副２３－２,120755,138.911703,35.126315,120755
三島駅,副２３－３,120755,138.911703,35.126315,120755
三島駅,副２３－４,120755,138.911703,35.126315,120755
三島駅,本２３,120755,138.911703,35.126315,120755
三島駅,副２４－１,120800,138.91122,35.12623,120800
三島駅,副２４－２,120800,138.91122,35.12623,120800
三島駅,副２４－４,120800,138.91122,35.12623,120800
三島駅,止４,120807,138.911168,35.12622,120805
三島駅,副２５－１,120845,138.910738,35.126143,120845
三島駅,副２５－２,120845,138.910738,35.126143,120845
三島駅,副２５－３,120845,138.910738,35.126143,120845
三島駅,本２５,120845,138.910738,35.126143,120845
三島駅,止７,120868,138.910475,35.126092,120870
三島駅,副２６－１,120888,138.91026,35.126055,120890
三島駅,副２６－２,120888,138.91026,35.126055,120890
三島駅,副２６－３,120888,138.91026,35.126055,120890
三島駅,本２６,120888,138.91026,35.126055,120890
三島駅,副２７－１,120931,138.90983,35.125982,120930
三島駅,副２７－２,120931,138.90983,35.125982,120930
三島駅,副２７－３,120931,138.90983,35.125982,120930
三島駅,本２７,120931,138.90983,35.125982,120930
三島駅,副２８－１,120966,138.909455,35.12591,120965
三島駅,副２８－２,120966,138.909455,35.12591,120965
三島駅,副２８－３,120966,138.909455,35.12591,120965
三島駅,本２８,120966,138.909455,35.12591,120965
三島駅,曲３,120983,138.909238,35.125872,120985
三島駅,副２９－１,120993,138.909133,35.125856,120995
三島駅,副２９－２,120993,138.909133,35.125856,120995
三島駅,副２９－３,120993,138.909133,35.125856,120995
三島駅,本２９,120993,138.909133,35.125856,120995
三島駅,止８,121017,138.908915,35.125819,121015
三島駅,副３０－１,121020,138.90886,35.125809,121020
三島駅,副３０－２,121020,138.90886,35.125809,121020
三島駅,副３０－３,121020,138.90886,35.125809,121020
三島駅,本３０,121020,138.90886,35.125809,121020
三島駅,副３１,121048,138.908535,35.125749,121050
三島駅,本３１,121048,138.908535,35.125749,121050
三島駅,副３２,121084,138.908158,35.125675,121085
三島駅,本３２,121084,138.908158,35.125675,121085
三島駅,副３３,121120,138.90779,35.125601,121120
三島駅,本３３,121120,138.90779,35.125601,121120
三島駅,副３４,121156,138.907423,35.125523,121155
三島駅,本３４,121156,138.907423,35.125523,121155
三島駅,副３５,121191,138.90706,35.125434,121190
三島駅,本３５,121191,138.90706,35.125434,121190
三島駅,副３６,121228,138.90665,35.125312,121230
三島駅,本３６,121228,138.90665,35.125312,121230
三島駅,副３７,121263,138.90629,35.125187,121265
三島駅,本３７,121263,138.90629,35.125187,121265
三島駅,副３８,121299,138.90595,35.125052,121300
三島駅,本３８,121299,138.90595,35.125052,121300
三島駅,本３９,121326,138.905703,35.12494,121325
三島駅,副４０,121337,138.905608,35.1249,121335
三島駅,本４０,121337,138.905608,35.1249,121335
三島駅,副４１,121371,138.905285,35.124747,121370
三島駅,本４１,121371,138.905285,35.124747,121370
三島駅,副４２,121407,138.904965,35.124579,121405
三島駅,本４２,121407,138.904965,35.124579,121405
三島駅,注５,121412,138.90492,35.124555,121410
三島駅,注６,121421,138.90483,35.124505,121420
三島駅,副４３,121442,138.90464,35.124406,121440
三島駅,本４３,121442,138.90464,35.124406,121440
三島駅,注１,121447,138.904595,35.124382,121445
三島駅,注２,121448,138.90455,35.124357,121450
三島駅,注１－１,121465,138.904415,35.124283,121465
三島駅,副４４,121486,138.904235,35.124185,121485
三島駅,本４４,121486,138.904235,35.124185,121485
三島駅,副４５,121532,138.903825,35.123961,121530
三島駅,本４５,121532,138.903825,35.123961,121530
三島駅,副４６,121568,138.903455,35.123763,121570
三島駅,本４６,121568,138.903455,35.123763,121570
三島駅,注３,121570,138.903455,35.123763,121570
三島駅,副４７,121604,138.903135,35.123589,121605
三島駅,本４７,121604,138.903135,35.123589,121605
三島駅,副４８,121640,138.90281,35.123414,121640
三島駅,本４８,121640,138.90281,35.123414,121640
三島駅,副４９,121684,138.902395,35.123189,121685
三島駅,本４９,121684,138.902395,35.123189,121685
三島～沼津,副１,121720,138.90208,35.123016,121720
三島～沼津,本１,121720,138.90208,35.123016,121720
三島～沼津,副２,121756,138.901765,35.122843,121755
三島～沼津,本２,121756,138.901765,35.122843,121755
三島～沼津,副３,121786,138.901495,35.122699,121785
三島～沼津,本３,121786,138.901495,35.122699,121785
三島～沼津,注２,121808,138.901265,35.122576,121810
三島～沼津,注１－１,121811,138.901265,35.122576,121810
三島～沼津,副４,121816,138.901218,35.122552,121815
三島～沼津,本４,121816,138.901218,35.122552,121815
三島～沼津,副５,121846,138.900945,35.122406,121845
三島～沼津,本５,121846,138.900945,35.122406,121845
三島～沼津,副６,121890,138.90054,35.122186,121890
三島～沼津,本６,121890,138.90054,35.122186,121890
三島～沼津,副７,121936,138.900135,35.121963,121935
三島～沼津,本７,121936,138.900135,35.121963,121935
三島～沼津,副８,121980,138.89972,35.121742,121980
三島～沼津,本８,121980,138.89972,35.121742,121980
三島～沼津,副９,122016,138.899405,35.121568,122015
三島～沼津,本９,122016,138.899405,35.121568,122015
三島～沼津,副１０,122052,138.89908,35.121393,122050
三島～沼津,本１０,122052,138.89908,35.121393,122050
三島～沼津,副１１,122088,138.89871,35.121193,122090
三島～沼津,本１１,122088,138.89871,35.121193,122090
三島～沼津,副１２,122133,138.898295,35.120969,122135
三島～沼津,本１２,122133,138.898295,35.120969,122135
三島～沼津,副１３,122178,138.89788,35.120744,122180
三島～沼津,本１３,122178,138.89788,35.120744,122180
三島～沼津,副１４,122214,138.897558,35.120568,122215
三島～沼津,本１４,122214,138.897558,35.120568,122215
三島～沼津,副１５,122250,138.89723,35.120394,122250
三島～沼津,本１５,122250,138.89723,35.120394,122250
三島～沼津,副１６,122285,138.896905,35.120218,122285
三島～沼津,本１６,122285,138.896905,35.120218,122285
三島～沼津,副１７,122322,138.89658,35.12004,122320
三島～沼津,本１７,122322,138.89658,35.12004,122320
三島～沼津,注３,122342,138.8964,35.119942,122340
三島～沼津,副１８,122360,138.89622,35.119842,122360
三島～沼津,本１８,122360,138.89622,35.119842,122360
三島～沼津,副１９,122395,138.895895,35.119667,122395
三島～沼津,本１９,122395,138.895895,35.119667,122395
三島～沼津,注５,122420,138.89566,35.119543,122420
三島～沼津,副２０,122440,138.89548,35.119444,122440
三島～沼津,本２０,122440,138.89548,35.119444,122440
三島～沼津,副２１,122475,138.895158,35.119265,122475
三島～沼津,本２１,122475,138.895158,35.119265,122475
三島～沼津,副２２,122521,138.89475,35.119046,122520
三島～沼津,本２２,122521,138.89475,35.119046,122520
三島～沼津,副２３,122566,138.894335,35.118823,122565
三島～沼津,本２３,122566,138.894335,35.118823,122565
三島～沼津,副２４,122611,138.89392,35.118595,122610
三島～沼津,本２４,122611,138.89392,35.118595,122610
三島～沼津,止１,122619,138.89383,35.11855,122620
三島～沼津,副２５,122655,138.893515,35.118377,122655
三島～沼津,本２５,122655,138.893515,35.118377,122655
三島～沼津,副２６,122701,138.8931,35.118155,122700
三島～沼津,本２６,122701,138.8931,35.118155,122700
三島～沼津,副２７,122746,138.892685,35.117927,122745
三島～沼津,本２７,122746,138.892685,35.117927,122745
三島～沼津,副２８,122791,138.89228,35.11771,122790
三島～沼津,本２８,122791,138.89228,35.11771,122790
三島～沼津,副２９,122835,138.891865,35.117487,122835
三島～沼津,本２９,122835,138.891865,35.117487,122835
三島～沼津,副３０,122880,138.89145,35.117263,122880
三島～沼津,本３０,122880,138.89145,35.117263,122880
三島～沼津,副３１,122925,138.891043,35.117036,122925
三島～沼津,本３１,122925,138.891043,35.117036,122925
三島～沼津,副３２,122970,138.89063,35.116817,122970
三島～沼津,本３２,122970,138.89063,35.116817,122970
三島～沼津,副３３,123016,138.890215,35.116594,123015
三島～沼津,本３３,123016,138.890215,35.116594,123015
三島～沼津,副３４,123052,138.889895,35.116421,123050
三島～沼津,本３４,123052,138.889895,35.116421,123050
三島～沼津,副３５,123080,138.88962,35.116272,123080
三島～沼津,本３５,123080,138.88962,35.116272,123080
三島～沼津,副３６,123115,138.889298,35.116098,123115
三島～沼津,本３６,123115,138.889298,35.116098,123115
三島～沼津,副３７,123150,138.88898,35.115924,123150
三島～沼津,本３７,123150,138.88898,35.115924,123150
三島～沼津,副３８,123195,138.888565,35.1157,123195
三島～沼津,本３８,123195,138.888565,35.1157,123195
三島～沼津,副３９,123240,138.88815,35.115477,123240
三島～沼津,本３９,123240,138.88815,35.115477,123240
三島～沼津,副４０,123284,138.887745,35.115254,123285
三島～沼津,本４０,123284,138.887745,35.115254,123285
三島～沼津,副４１,123329,138.88734,35.115034,123330
三島～沼津,本４１,123329,138.88734,35.115034,123330
三島～沼津,副４２,123372,138.88698,35.114839,123370
三島～沼津,本４２,123372,138.88698,35.114839,123370
三島～沼津,副４４,123468,138.886055,35.114339,123470
三島～沼津,本４４,123468,138.886055,35.114339,123470
三島～沼津,副４５,123513,138.885635,35.114113,123515
三島～沼津,本４５,123513,138.885635,35.114113,123515
三島～沼津,副４６,123557,138.885268,35.113915,123555
三島～沼津,本４６,123557,138.885268,35.113915,123555
三島～沼津,副４７,123602,138.88486,35.113691,123600
三島～沼津,本４７,123602,138.88486,35.113691,123600
三島～沼津,副４８,123647,138.884445,35.113468,123645
三島～沼津,本４８,123647,138.884445,35.113468,123645
三島～沼津,副４９,123692,138.884035,35.113246,123690
三島～沼津,本４９,123692,138.884035,35.113246,123690
三島～沼津,副５０,123737,138.883618,35.113021,123735
三島～沼津,本５０,123737,138.883618,35.113021,123735
三島～沼津,副５１,123781,138.8832,35.112796,123780
三島～沼津,本５１,123781,138.8832,35.112796,123780
三島～沼津,副５２,123825,138.882793,35.112572,123825
三島～沼津,本５２,123825,138.882793,35.112572,123825
三島～沼津,注７,123866,138.882425,35.112367,123865
三島～沼津,副５３,123870,138.88238,35.112345,123870
三島～沼津,本５３,123870,138.88238,35.112345,123870
三島～沼津,副５４,123915,138.881965,35.112127,123915
三島～沼津,本５４,123915,138.881965,35.112127,123915
三島～沼津,副５５,123962,138.88156,35.111907,123960
三島～沼津,本５５,123962,138.88156,35.111907,123960
三島～沼津,副５６,124006,138.881155,35.111688,124005
三島～沼津,本５６,124006,138.881155,35.111688,124005
三島～沼津,副５７,124050,138.88075,35.111469,124050
三島～沼津,本５７,124050,138.88075,35.111469,124050
三島～沼津,副５８,124087,138.880435,35.111296,124085
三島～沼津,本５８,124087,138.880435,35.111296,124085
三島～沼津,副５９,124126,138.880063,35.111097,124125
三島～沼津,本５９,124126,138.880063,35.111097,124125
三島～沼津,注９,124141,138.87992,35.11102,124140
三島～沼津,注８－１,124161,138.87974,35.11091,124160
三島～沼津,注９－１,124161,138.87974,35.11091,124160
三島～沼津,副６０,124177,138.879598,35.110839,124175
三島～沼津,本６０,124177,138.879598,35.110839,124175
三島～沼津,副６１,124221,138.87917,35.11061,124220
三島～沼津,本６１,124221,138.87917,35.11061,124220
三島～沼津,副６２,124267,138.878765,35.11039,124265
三島～沼津,本６２,124267,138.878765,35.11039,124265
三島～沼津,副６３,124312,138.87835,35.110168,124310
三島～沼津,本６３,124312,138.87835,35.110168,124310
三島～沼津,副６４,124357,138.877938,35.109937,124355
三島～沼津,本６４,124357,138.877938,35.109937,124355
三島～沼津,副６５,124402,138.87753,35.10972,124400
三島～沼津,本６５,124402,138.87753,35.10972,124400
