kilometer,latitude,longitude
149130,35.145804,138.620275
149135,35.145767,138.620243
149140,35.14573,138.62021
149145,35.145695,138.620178
149150,35.14566,138.620145
149155,35.145624,138.620113
149160,35.145589,138.62008
149165,35.145552,138.620048
149170,35.145514,138.620015
149175,35.145477,138.619983
149180,35.145439,138.61995
149185,35.145401,138.619923
149190,35.145362,138.619895
149195,35.145324,138.619868
149200,35.145285,138.61984
149205,35.145246,138.619813
149210,35.145207,138.619785
149215,35.145167,138.619758
149220,35.145128,138.61973
149225,35.145088,138.619705
149230,35.145048,138.61968
149235,35.145008,138.619655
149240,35.144968,138.61963
149245,35.144927,138.619608
149250,35.144887,138.619585
149255,35.144846,138.619563
149260,35.144805,138.61954
149265,35.144764,138.619518
149270,35.144722,138.619495
149275,35.144681,138.619473
149280,35.144639,138.61945
149285,35.144597,138.61943
149290,35.144556,138.61941
149295,35.144514,138.61939
149300,35.144472,138.61937
149305,35.14443,138.61935
149310,35.144387,138.61933
149315,35.144345,138.61931
149320,35.144302,138.61929
149325,35.144259,138.619275
149330,35.144217,138.61926
149335,35.144174,138.619245
149340,35.144131,138.61923
149345,35.144088,138.619213
149350,35.144045,138.619195
149355,35.144001,138.619178
149360,35.143958,138.61916
149365,35.143914,138.619148
149370,35.143871,138.619135
149375,35.143827,138.619123
149380,35.143783,138.61911
149385,35.143739,138.619098
149390,35.143695,138.619085
149395,35.143651,138.619073
149400,35.143607,138.61906
149405,35.143563,138.61905
149410,35.143519,138.61904
149415,35.143474,138.61903
149420,35.14343,138.61902
149425,35.143386,138.61901
149430,35.143341,138.619
149435,35.143297,138.61899
149440,35.143252,138.61898
149445,35.143208,138.618973
149450,35.143163,138.618965
149455,35.143119,138.618958
149460,35.143074,138.61895
149465,35.143029,138.618943
149470,35.142985,138.618935
149475,35.14294,138.618928
149480,35.142895,138.61892
149485,35.142849,138.618913
149490,35.142803,138.618905
149495,35.142756,138.618898
149500,35.14271,138.61889
149505,35.142667,138.618883
149510,35.142624,138.618875
149515,35.142581,138.618868
149520,35.142538,138.61886
149525,35.142494,138.618853
149530,35.142449,138.618845
149535,35.142405,138.618838
149540,35.14236,138.61883
149545,35.142315,138.618823
149550,35.142271,138.618815
149555,35.142226,138.618808
149560,35.142181,138.6188
149565,35.142137,138.618793
149570,35.142092,138.618785
149575,35.142048,138.618778
149580,35.142003,138.61877
149585,35.141958,138.618763
149590,35.141914,138.618755
149595,35.141869,138.618748
149600,35.141824,138.61874
149605,35.141778,138.618733
149610,35.141732,138.618725
149615,35.141686,138.618718
149620,35.14164,138.61871
149625,35.141598,138.6187
149630,35.141557,138.61869
149635,35.141515,138.61868
149640,35.141473,138.61867
149645,35.141429,138.618663
149650,35.141385,138.618655
149655,35.141341,138.618648
149660,35.141297,138.61864
149665,35.141253,138.61863
149670,35.14121,138.61862
149675,35.141166,138.61861
149680,35.141122,138.6186
149685,35.141078,138.61859
149690,35.141035,138.61858
149695,35.140991,138.61857
149700,35.140947,138.61856
149705,35.140903,138.61855
149710,35.140859,138.61854
149715,35.140815,138.61853
149720,35.140771,138.61852
149725,35.140727,138.61851
149730,35.140683,138.6185
149735,35.140639,138.61849
149740,35.140595,138.61848
149745,35.140551,138.61847
149750,35.140507,138.61846
149755,35.140463,138.61845
149760,35.140419,138.61844
149765,35.140375,138.61843
149770,35.140331,138.61842
149775,35.140286,138.61841
149780,35.140242,138.6184
149785,35.140198,138.61839
149790,35.140154,138.61838
149795,35.14011,138.61837
149800,35.140066,138.61836
149805,35.140021,138.618348
149810,35.139976,138.618335
149815,35.139931,138.618323
149820,35.139886,138.61831
149825,35.139841,138.6183
149830,35.139796,138.61829
149835,35.13975,138.61828
149840,35.139705,138.61827
149845,35.13966,138.61826
149850,35.139615,138.61825
149855,35.13957,138.61824
149860,35.139525,138.61823
149865,35.13948,138.618218
149870,35.139436,138.618205
149875,35.139391,138.618193
149880,35.139346,138.61818
149885,35.139301,138.618168
149890,35.139257,138.618155
149895,35.139212,138.618143
149900,35.139167,138.61813
149905,35.139123,138.61812
149910,35.13908,138.61811
149915,35.139036,138.6181
149920,35.138992,138.61809
149925,35.138949,138.618078
149930,35.138905,138.618065
149935,35.138862,138.618053
149940,35.138818,138.61804
149945,35.138774,138.618028
149950,35.138731,138.618015
149955,35.138687,138.618003
149960,35.138643,138.61799
149965,35.1386,138.617978
149970,35.138556,138.617965
149975,35.138513,138.617953
149980,35.138469,138.61794
149985,35.138425,138.61793
149990,35.138382,138.61792
149995,35.138338,138.61791
150000,35.138294,138.6179
150005,35.13825,138.617888
150010,35.138206,138.617875
150015,35.138162,138.617863
150020,35.138118,138.61785
150025,35.138074,138.617838
150030,35.13803,138.617825
150035,35.137986,138.617813
150040,35.137942,138.6178
150045,35.137898,138.61779
150050,35.137854,138.61778
150055,35.13781,138.61777
150060,35.137766,138.61776
150065,35.137722,138.617748
150070,35.137678,138.617735
150075,35.137634,138.617723
150080,35.13759,138.61771
150085,35.137546,138.617698
150090,35.137502,138.617685
150095,35.137458,138.617673
150100,35.137414,138.61766
150105,35.13737,138.61765
150110,35.137326,138.61764
150115,35.137281,138.61763
150120,35.137237,138.61762
150125,35.137193,138.61761
150130,35.137149,138.6176
150135,35.137104,138.61759
150140,35.13706,138.61758
150145,35.137016,138.617573
150150,35.136971,138.617565
150155,35.136927,138.617558
150160,35.136882,138.61755
150165,35.136837,138.61754
150170,35.136793,138.61753
150175,35.136748,138.61752
150180,35.136703,138.61751
150185,35.136658,138.617508
150190,35.136614,138.617505
150195,35.136569,138.617503
150200,35.136524,138.6175
150205,35.136479,138.617498
150210,35.136434,138.617495
150215,35.136388,138.617493
150220,35.136343,138.61749
150225,35.136298,138.61749
150230,35.136253,138.61749
150235,35.136208,138.61749
150240,35.136163,138.61749
150245,35.136117,138.61749
150250,35.136072,138.61749
150255,35.136026,138.61749
150260,35.13598,138.61749
150265,35.135936,138.617495
150270,35.135891,138.6175
150275,35.135847,138.617505
150280,35.135802,138.61751
150285,35.135757,138.617518
150290,35.135713,138.617525
150295,35.135668,138.617533
150300,35.135623,138.61754
150305,35.135579,138.617548
150310,35.135534,138.617555
150315,35.13549,138.617563
150320,35.135445,138.61757
150325,35.135401,138.61758
150330,35.135357,138.61759
150335,35.135312,138.6176
150340,35.135268,138.61761
150345,35.135224,138.617623
150350,35.135181,138.617635
150355,35.135137,138.617648
150360,35.135093,138.61766
150365,35.135049,138.617675
150370,35.135006,138.61769
150375,35.134962,138.617705
150380,35.134918,138.61772
150385,35.134875,138.617733
150390,35.134831,138.617745
150395,35.134788,138.617758
150400,35.134744,138.61777
150405,35.134701,138.617785
150410,35.134658,138.6178
150415,35.134615,138.617815
150420,35.134572,138.61783
150425,35.134529,138.617845
150430,35.134487,138.61786
150435,35.134444,138.617875
150440,35.134401,138.61789
150445,35.134358,138.617903
150450,35.134315,138.617915
150455,35.134272,138.617928
150460,35.134229,138.61794
150465,35.134186,138.617955
150470,35.134143,138.61797
150475,35.1341,138.617985
150480,35.134057,138.618
150485,35.134014,138.618013
150490,35.133971,138.618025
150495,35.133928,138.618038
150500,35.133885,138.61805
150505,35.133842,138.618065
150510,35.133799,138.61808
150515,35.133755,138.618095
150520,35.133712,138.61811
150525,35.133669,138.618125
150530,35.133626,138.61814
150535,35.133583,138.618155
150540,35.13354,138.61817
150545,35.133497,138.618183
150550,35.133454,138.618195
150555,35.13341,138.618208
150560,35.133367,138.61822
150565,35.133324,138.618235
150570,35.133281,138.61825
150575,35.133237,138.618265
150580,35.133194,138.61828
150585,35.133151,138.618295
150590,35.133108,138.61831
150595,35.133065,138.618325
150600,35.133022,138.61834
150605,35.132977,138.618355
150610,35.132931,138.61837
150615,35.132886,138.618385
150620,35.13284,138.6184
150625,35.132799,138.618413
150630,35.132757,138.618425
150635,35.132716,138.618438
150640,35.132674,138.61845
150645,35.132631,138.618465
150650,35.132588,138.61848
150655,35.132544,138.618495
150660,35.132501,138.61851
150665,35.132458,138.618525
150670,35.132414,138.61854
150675,35.132371,138.618555
150680,35.132327,138.61857
150685,35.132284,138.618583
150690,35.13224,138.618595
150695,35.132197,138.618608
150700,35.132153,138.61862
150705,35.13211,138.618635
150710,35.132066,138.61865
150715,35.132023,138.618665
150720,35.131979,138.61868
150725,35.131936,138.618695
150730,35.131892,138.61871
150735,35.131849,138.618725
150740,35.131805,138.61874
150745,35.131762,138.618755
150750,35.131718,138.61877
150755,35.131675,138.618785
150760,35.131631,138.6188
150765,35.131588,138.618813
150770,35.131545,138.618825
150775,35.131501,138.618838
150780,35.131458,138.61885
150785,35.131415,138.618865
150790,35.131371,138.61888
150795,35.131328,138.618895
150800,35.131284,138.61891
150805,35.13124,138.618923
150810,35.131197,138.618935
150815,35.131153,138.618948
150820,35.131109,138.61896
150825,35.131065,138.618973
150830,35.131021,138.618985
150835,35.130977,138.618998
150840,35.130933,138.61901
150845,35.130889,138.619023
150850,35.130846,138.619035
150855,35.130802,138.619048
150860,35.130758,138.61906
150865,35.130714,138.61907
150870,35.13067,138.61908
150875,35.130625,138.61909
150880,35.130581,138.6191
150885,35.130537,138.61911
150890,35.130492,138.61912
150895,35.130448,138.61913
150900,35.130403,138.61914
150905,35.130358,138.619145
150910,35.130314,138.61915
150915,35.130269,138.619155
150920,35.130224,138.61916
150925,35.130179,138.619165
150930,35.130134,138.61917
150935,35.130089,138.619175
150940,35.130044,138.61918
150945,35.129999,138.61918
150950,35.129954,138.61918
150955,35.129909,138.61918
150960,35.129864,138.61918
150965,35.129818,138.61918
150970,35.129772,138.61918
150975,35.129726,138.61918
150980,35.12968,138.61918
150985,35.129636,138.619178
150990,35.129593,138.619175
150995,35.129549,138.619173
151000,35.129505,138.61917
151005,35.12946,138.619165
151010,35.129416,138.61916
151015,35.129371,138.619155
151020,35.129326,138.61915
151025,35.129281,138.619143
151030,35.129237,138.619135
151035,35.129192,138.619128
151040,35.129147,138.61912
151045,35.129103,138.61911
151050,35.129059,138.6191
151055,35.129014,138.61909
151060,35.12897,138.61908
151065,35.128926,138.61907
151070,35.128883,138.61906
151075,35.128839,138.61905
151080,35.128795,138.61904
151085,35.128751,138.619025
151090,35.128708,138.61901
151095,35.128664,138.618995
151100,35.12862,138.61898
151105,35.128577,138.618965
151110,35.128534,138.61895
151115,35.12849,138.618935
151120,35.128447,138.61892
151125,35.128404,138.618903
151130,35.128362,138.618885
151135,35.128319,138.618868
151140,35.128276,138.61885
151145,35.128234,138.61883
151150,35.128192,138.61881
151155,35.128149,138.61879
151160,35.128107,138.61877
151165,35.128066,138.618748
151170,35.128024,138.618725
151175,35.127983,138.618703
151180,35.127941,138.61868
151185,35.1279,138.618658
151190,35.127859,138.618635
151195,35.127818,138.618613
151200,35.127777,138.61859
151205,35.127737,138.618565
151210,35.127697,138.61854
151215,35.127656,138.618515
151220,35.127616,138.61849
151225,35.127577,138.618465
151230,35.127537,138.61844
151235,35.127498,138.618415
151240,35.127458,138.61839
151245,35.127419,138.618363
151250,35.127379,138.618335
151255,35.12734,138.618308
151260,35.1273,138.61828
151265,35.127261,138.618253
151270,35.127222,138.618225
151275,35.127182,138.618198
151280,35.127143,138.61817
151285,35.127104,138.618143
151290,35.127065,138.618115
151295,35.127025,138.618088
151300,35.126986,138.61806
151305,35.126947,138.618033
151310,35.126908,138.618005
151315,35.126868,138.617978
151320,35.126829,138.61795
151325,35.12679,138.617925
151330,35.126751,138.6179
151335,35.126711,138.617875
151340,35.126672,138.61785
151345,35.126633,138.617823
151350,35.126593,138.617795
151355,35.126554,138.617768
151360,35.126514,138.61774
151365,35.126475,138.617713
151370,35.126437,138.617685
151375,35.126398,138.617658
151380,35.126359,138.61763
151385,35.12632,138.6176
151390,35.126282,138.61757
151395,35.126243,138.61754
151400,35.126204,138.61751
151405,35.126166,138.617483
151410,35.126128,138.617455
151415,35.126089,138.617428
151420,35.126051,138.6174
151425,35.126014,138.617368
151430,35.125976,138.617335
151435,35.125939,138.617303
151440,35.125901,138.61727
151445,35.125863,138.617238
151450,35.125826,138.617205
151455,35.125788,138.617173
151460,35.12575,138.61714
151465,35.125716,138.617108
151470,35.125681,138.617075
151475,35.125647,138.617043
151480,35.125612,138.61701
151485,35.125577,138.616975
151490,35.125542,138.61694
151495,35.125507,138.616905
151500,35.125472,138.61687
151505,35.125438,138.616833
151510,35.125404,138.616795
151515,35.12537,138.616758
151520,35.125336,138.61672
151525,35.125303,138.616683
151530,35.12527,138.616645
151535,35.125237,138.616608
151540,35.125204,138.61657
151545,35.125172,138.616533
151550,35.12514,138.616495
151555,35.125107,138.616458
151560,35.125075,138.61642
151565,35.125044,138.61638
151570,35.125013,138.61634
151575,35.124981,138.6163
151580,35.12495,138.61626
151585,35.12492,138.61622
151590,35.12489,138.61618
151595,35.124859,138.61614
151600,35.124829,138.6161
151605,35.1248,138.616058
151610,35.12477,138.616015
151615,35.124741,138.615973
151620,35.124711,138.61593
151625,35.124682,138.61589
151630,35.124653,138.61585
151635,35.124623,138.61581
151640,35.124594,138.61577
151645,35.124565,138.615728
151650,35.124535,138.615685
151655,35.124506,138.615643
151660,35.124476,138.6156
151665,35.124447,138.615558
151670,35.124418,138.615515
151675,35.124388,138.615473
151680,35.124359,138.61543
151685,35.12433,138.61539
151690,35.124301,138.61535
151695,35.124271,138.61531
151700,35.124242,138.61527
151705,35.124213,138.615228
151710,35.124184,138.615185
151715,35.124154,138.615143
151720,35.124125,138.6151
151725,35.124096,138.615058
151730,35.124067,138.615015
151735,35.124038,138.614973
151740,35.124009,138.61493
151745,35.12398,138.61489
151750,35.12395,138.61485
151755,35.123921,138.61481
151760,35.123891,138.61477
151765,35.123862,138.614728
151770,35.123833,138.614685
151775,35.123803,138.614643
151780,35.123774,138.6146
151785,35.123745,138.614558
151790,35.123716,138.614515
151795,35.123686,138.614473
151800,35.123657,138.61443
151805,35.123628,138.61439
151810,35.123599,138.61435
151815,35.123569,138.61431
151820,35.12354,138.61427
151825,35.12351,138.614228
151830,35.12348,138.614185
151835,35.12345,138.614143
151840,35.12342,138.6141
151845,35.12339,138.614058
151850,35.12336,138.614015
151855,35.12333,138.613973
151860,35.1233,138.61393
151865,35.123272,138.61389
151870,35.123245,138.61385
151875,35.123217,138.61381
151880,35.123189,138.61377
151885,35.12316,138.613728
151890,35.123131,138.613685
151895,35.123101,138.613643
151900,35.123072,138.6136
151905,35.123043,138.613558
151910,35.123013,138.613515
151915,35.122984,138.613473
151920,35.122954,138.61343
151925,35.122925,138.61339
151930,35.122895,138.61335
151935,35.122866,138.61331
151940,35.122836,138.61327
151945,35.122807,138.613228
151950,35.122778,138.613185
151955,35.122748,138.613143
151960,35.122719,138.6131
151965,35.122689,138.613058
151970,35.12266,138.613015
151975,35.12263,138.612973
151980,35.1226,138.61293
151985,35.122571,138.61289
151990,35.122541,138.61285
151995,35.122512,138.61281
152000,35.122482,138.61277
152005,35.122453,138.612728
152010,35.122423,138.612685
152015,35.122394,138.612643
152020,35.122364,138.6126
152025,35.122335,138.612558
152030,35.122306,138.612515
152035,35.122276,138.612473
152040,35.122247,138.61243
152045,35.122218,138.612388
152050,35.122188,138.612345
152055,35.122159,138.612303
152060,35.122129,138.61226
152065,35.1221,138.61222
152070,35.12207,138.61218
152075,35.122041,138.61214
152080,35.122011,138.6121
152085,35.121982,138.612058
152090,35.121953,138.612015
152095,35.121923,138.611973
152100,35.121894,138.61193
152105,35.121865,138.611888
152110,35.121835,138.611845
152115,35.121806,138.611803
152120,35.121776,138.61176
152125,35.121747,138.61172
152130,35.121718,138.61168
152135,35.121688,138.61164
152140,35.121659,138.6116
152145,35.12163,138.611558
152150,35.1216,138.611515
152155,35.121571,138.611473
152160,35.121541,138.61143
152165,35.121512,138.611388
152170,35.121483,138.611345
152175,35.121453,138.611303
152180,35.121424,138.61126
152185,35.121395,138.61122
152190,35.121366,138.61118
152195,35.121336,138.61114
152200,35.121307,138.6111
152205,35.121278,138.611058
152210,35.121248,138.611015
152215,35.121219,138.610973
152220,35.121189,138.61093
152225,35.12116,138.610888
152230,35.12113,138.610845
152235,35.121101,138.610803
152240,35.121071,138.61076
152245,35.121042,138.61072
152250,35.121013,138.61068
152255,35.120983,138.61064
152260,35.120954,138.6106
152265,35.120925,138.610558
152270,35.120896,138.610515
152275,35.120866,138.610473
152280,35.120837,138.61043
152285,35.120808,138.61039
152290,35.120778,138.61035
152295,35.120749,138.61031
152300,35.120719,138.61027
152305,35.12069,138.610228
152310,35.120661,138.610185
152315,35.120632,138.610143
152320,35.120603,138.6101
152325,35.120575,138.610058
152330,35.120546,138.610015
152335,35.120518,138.609973
152340,35.120489,138.60993
152345,35.120461,138.609888
152350,35.120434,138.609845
152355,35.120406,138.609803
152360,35.120378,138.60976
152365,35.120351,138.609715
152370,35.120324,138.60967
152375,35.120297,138.609625
152380,35.12027,138.60958
152385,35.120244,138.609535
152390,35.120218,138.60949
152395,35.120192,138.609445
152400,35.120166,138.6094
152405,35.120141,138.609355
152410,35.120116,138.60931
152415,35.12009,138.609265
152420,35.120065,138.60922
152425,35.120039,138.609173
152430,35.120013,138.609125
152435,35.119986,138.609078
152440,35.11996,138.60903
152445,35.119939,138.608983
152450,35.119918,138.608935
152455,35.119896,138.608888
152460,35.119875,138.60884
152465,35.119851,138.608793
152470,35.119828,138.608745
152475,35.119804,138.608698
152480,35.11978,138.60865
152485,35.11976,138.608603
152490,35.11974,138.608555
152495,35.11972,138.608508
152500,35.1197,138.60846
152505,35.11968,138.60841
152510,35.11966,138.60836
152515,35.11964,138.60831
152520,35.11962,138.60826
152525,35.119601,138.60821
152530,35.119582,138.60816
152535,35.119563,138.60811
152540,35.119544,138.60806
152545,35.119525,138.60801
152550,35.119507,138.60796
152555,35.119488,138.60791
152560,35.119469,138.60786
152565,35.11945,138.60781
152570,35.119432,138.60776
152575,35.119413,138.60771
152580,35.119394,138.60766
152585,35.119375,138.60761
152590,35.119357,138.60756
152595,35.119338,138.60751
152600,35.119319,138.60746
152605,35.1193,138.60741
152610,35.119282,138.60736
152615,35.119263,138.60731
152620,35.119244,138.60726
152625,35.119225,138.60721
152630,35.119207,138.60716
152635,35.119188,138.60711
152640,35.119169,138.60706
152645,35.11915,138.60701
152650,35.119131,138.60696
152655,35.119112,138.60691
152660,35.119093,138.60686
152665,35.119074,138.60681
152670,35.119056,138.60676
152675,35.119037,138.60671
152680,35.119018,138.60666
152685,35.118999,138.60661
152690,35.118981,138.60656
152695,35.118962,138.60651
152700,35.118943,138.60646
152705,35.118924,138.606413
152710,35.118906,138.606365
152715,35.118887,138.606318
152720,35.118868,138.60627
152725,35.118849,138.60622
152730,35.118831,138.60617
152735,35.118812,138.60612
152740,35.118793,138.60607
152745,35.118774,138.60602
152750,35.118755,138.60597
152755,35.118736,138.60592
152760,35.118717,138.60587
152765,35.118698,138.60582
152770,35.11868,138.60577
152775,35.118661,138.60572
152780,35.118642,138.60567
152785,35.118623,138.60562
152790,35.118605,138.60557
152795,35.118586,138.60552
152800,35.118567,138.60547
152805,35.118548,138.60542
152810,35.11853,138.60537
152815,35.118511,138.60532
152820,35.118492,138.60527
152825,35.118474,138.60522
152830,35.118455,138.60517
152835,35.118437,138.60512
152840,35.118418,138.60507
152845,35.118399,138.60502
152850,35.118381,138.60497
152855,35.118362,138.60492
152860,35.118343,138.60487
152865,35.118324,138.60482
152870,35.118306,138.60477
152875,35.118287,138.60472
152880,35.118268,138.60467
152885,35.118249,138.60462
152890,35.11823,138.60457
152895,35.118211,138.60452
152900,35.118192,138.60447
152905,35.118174,138.60442
152910,35.118155,138.60437
152915,35.118137,138.60432
152920,35.118118,138.60427
152925,35.118099,138.60422
152930,35.118081,138.60417
152935,35.118062,138.60412
152940,35.118043,138.60407
152945,35.118024,138.60402
152950,35.118005,138.60397
152955,35.117986,138.60392
152960,35.117967,138.60387
152965,35.117948,138.60382
152970,35.11793,138.60377
152975,35.117911,138.60372
152980,35.117892,138.60367
152985,35.117873,138.603623
152990,35.117855,138.603575
152995,35.117836,138.603528
153000,35.117817,138.60348
153005,35.117798,138.60343
153010,35.117779,138.60338
153015,35.117759,138.60333
153020,35.11774,138.60328
153025,35.117722,138.60323
153030,35.117703,138.60318
153035,35.117685,138.60313
153040,35.117666,138.60308
153045,35.117647,138.60303
153050,35.117628,138.60298
153055,35.117609,138.60293
153060,35.11759,138.60288
153065,35.117571,138.60283
153070,35.117553,138.60278
153075,35.117534,138.60273
153080,35.117515,138.60268
153085,35.117496,138.602628
153090,35.117478,138.602575
153095,35.117459,138.602523
153100,35.11744,138.60247
153105,35.117421,138.602423
153110,35.117403,138.602375
153115,35.117384,138.602328
153120,35.117365,138.60228
153125,35.117346,138.60223
153130,35.117328,138.60218
153135,35.117309,138.60213
153140,35.11729,138.60208
153145,35.117271,138.60203
153150,35.117253,138.60198
153155,35.117234,138.60193
153160,35.117215,138.60188
153165,35.117196,138.60183
153170,35.117177,138.60178
153175,35.117158,138.60173
153180,35.117139,138.60168
153185,35.117121,138.60163
153190,35.117102,138.60158
153195,35.117084,138.60153
153200,35.117065,138.60148
153205,35.117046,138.60143
153210,35.117028,138.60138
153215,35.117009,138.60133
153220,35.11699,138.60128
153225,35.116971,138.60123
153230,35.116953,138.60118
153235,35.116934,138.60113
153240,35.116915,138.60108
153245,35.116896,138.60103
153250,35.116877,138.60098
153255,35.116858,138.60093
153260,35.116839,138.60088
153265,35.116819,138.60083
153270,35.1168,138.60078
153275,35.11678,138.60073
153280,35.11676,138.60068
153285,35.11674,138.60063
153290,35.11672,138.60058
153295,35.1167,138.60053
153300,35.11668,138.60048
153305,35.116664,138.60043
153310,35.116647,138.60038
153315,35.116631,138.60033
153320,35.116614,138.60028
153325,35.116595,138.60023
153330,35.116576,138.60018
153335,35.116557,138.60013
153340,35.116538,138.60008
153345,35.116519,138.600033
153350,35.116501,138.599985
153355,35.116482,138.599938
153360,35.116463,138.59989
153365,35.116444,138.59984
153370,35.116426,138.59979
153375,35.116407,138.59974
153380,35.116388,138.59969
153385,35.11637,138.599638
153390,35.116352,138.599585
153395,35.116334,138.599533
153400,35.116316,138.59948
153405,35.116299,138.59943
153410,35.116282,138.59938
153415,35.116264,138.59933
153420,35.116247,138.59928
153425,35.116231,138.59923
153430,35.116215,138.59918
153435,35.116198,138.59913
153440,35.116182,138.59908
153445,35.116167,138.599028
153450,35.116152,138.598975
153455,35.116136,138.598923
153460,35.116121,138.59887
153465,35.116107,138.598818
153470,35.116093,138.598765
153475,35.116078,138.598713
153480,35.116064,138.59866
153485,35.116051,138.598608
153490,35.116038,138.598555
153495,35.116025,138.598503
153500,35.116012,138.59845
153505,35.116,138.598398
153510,35.115989,138.598345
153515,35.115977,138.598293
153520,35.115965,138.59824
153525,35.115954,138.598188
153530,35.115943,138.598135
153535,35.115931,138.598083
153540,35.11592,138.59803
153545,35.115911,138.597975
153550,35.115901,138.59792
153555,35.115892,138.597865
153560,35.115882,138.59781
153565,35.115873,138.597758
153570,35.115865,138.597705
153575,35.115856,138.597653
153580,35.115847,138.5976
153585,35.115839,138.597545
153590,35.115832,138.59749
153595,35.115824,138.597435
153600,35.115816,138.59738
153605,35.11581,138.597328
153610,35.115803,138.597275
153615,35.115797,138.597223
153620,35.11579,138.59717
153625,35.115784,138.597115
153630,35.115778,138.59706
153635,35.115771,138.597005
153640,35.115765,138.59695
153645,35.11576,138.596895
153650,35.115754,138.59684
153655,35.115749,138.596785
153660,35.115743,138.59673
153665,35.115737,138.596678
153670,35.115731,138.596625
153675,35.115725,138.596573
153680,35.115719,138.59652
153685,35.115712,138.596465
153690,35.115705,138.59641
153695,35.115697,138.596355
153700,35.11569,138.5963
153705,35.115685,138.596245
153710,35.115681,138.59619
153715,35.115676,138.596135
153720,35.115671,138.59608
153725,35.115665,138.596025
153730,35.115659,138.59597
153735,35.115653,138.595915
153740,35.115647,138.59586
153745,35.115641,138.595805
153750,35.115635,138.59575
153755,35.115629,138.595695
153760,35.115623,138.59564
153765,35.115617,138.595585
153770,35.115611,138.59553
153775,35.115604,138.595475
153780,35.115598,138.59542
153785,35.115592,138.595365
153790,35.115586,138.59531
153795,35.11558,138.595255
153800,35.115574,138.5952
153805,35.115568,138.595148
153810,35.115562,138.595095
153815,35.115556,138.595043
153820,35.11555,138.59499
153825,35.115544,138.594935
153830,35.115538,138.59488
153835,35.115532,138.594825
153840,35.115526,138.59477
153845,35.11552,138.594715
153850,35.115514,138.59466
153855,35.115507,138.594605
153860,35.115501,138.59455
153865,35.115495,138.594495
153870,35.115489,138.59444
153875,35.115483,138.594385
153880,35.115477,138.59433
153885,35.115471,138.594275
153890,35.115465,138.59422
153895,35.115459,138.594165
153900,35.115453,138.59411
153905,35.115447,138.594055
153910,35.115441,138.594
153915,35.115435,138.593945
153920,35.115429,138.59389
153925,35.115423,138.593838
153930,35.115417,138.593785
153935,35.115411,138.593733
153940,35.115405,138.59368
153945,35.115399,138.593625
153950,35.115393,138.59357
153955,35.115387,138.593515
153960,35.115381,138.59346
153965,35.115375,138.593405
153970,35.115369,138.59335
153975,35.115363,138.593295
153980,35.115357,138.59324
153985,35.115351,138.593188
153990,35.115345,138.593135
153995,35.115339,138.593083
154000,35.115333,138.59303
154005,35.115327,138.592975
154010,35.115321,138.59292
154015,35.115315,138.592865
154020,35.115309,138.59281
154025,35.115303,138.592755
154030,35.115297,138.5927
154035,35.11529,138.592645
154040,35.115284,138.59259
154045,35.115278,138.592535
154050,35.115272,138.59248
154055,35.115265,138.592425
154060,35.115259,138.59237
154065,35.115253,138.592315
154070,35.115247,138.59226
154075,35.115241,138.592205
154080,35.115235,138.59215
154085,35.115229,138.592095
154090,35.115223,138.59204
154095,35.115217,138.591985
154100,35.115211,138.59193
154105,35.115205,138.591878
154110,35.115199,138.591825
154115,35.115193,138.591773
154120,35.115187,138.59172
154125,35.115181,138.591665
154130,35.115175,138.59161
154135,35.115169,138.591555
154140,35.115163,138.5915
154145,35.115157,138.591445
154150,35.115151,138.59139
154155,35.115145,138.591335
154160,35.115139,138.59128
154165,35.115133,138.591228
154170,35.115127,138.591175
154175,35.115121,138.591123
154180,35.115115,138.59107
154185,35.115109,138.591015
154190,35.115103,138.59096
154195,35.115097,138.590905
154200,35.115091,138.59085
154205,35.115083,138.590795
154210,35.115076,138.59074
154215,35.115068,138.590685
154220,35.11506,138.59063
154225,35.115056,138.590578
154230,35.115052,138.590525
154235,35.115047,138.590473
154240,35.115043,138.59042
154245,35.115037,138.590365
154250,35.115031,138.59031
154255,35.115025,138.590255
154260,35.115019,138.5902
154265,35.115013,138.590145
154270,35.115008,138.59009
154275,35.115002,138.590035
154280,35.114996,138.58998
154285,35.11499,138.589925
154290,35.114983,138.58987
154295,35.114977,138.589815
154300,35.11497,138.58976
154305,35.114965,138.589708
154310,35.114959,138.589655
154315,35.114954,138.589603
154320,35.114948,138.58955
154325,35.114942,138.589495
154330,35.114936,138.58944
154335,35.114929,138.589385
154340,35.114923,138.58933
154345,35.114917,138.589275
154350,35.114911,138.58922
154355,35.114905,138.589165
154360,35.114899,138.58911
154365,35.114893,138.589058
154370,35.114887,138.589005
154375,35.11488,138.588953
154380,35.114874,138.5889
154385,35.114868,138.588845
154390,35.114862,138.58879
154395,35.114856,138.588735
154400,35.11485,138.58868
154405,35.114844,138.588625
154410,35.114838,138.58857
154415,35.114832,138.588515
154420,35.114826,138.58846
154425,35.11482,138.588405
154430,35.114814,138.58835
154435,35.114808,138.588295
154440,35.114802,138.58824
154445,35.114796,138.588185
154450,35.114791,138.58813
154455,35.114785,138.588075
154460,35.114779,138.58802
154465,35.114773,138.587965
154470,35.114767,138.58791
154475,35.114761,138.587855
154480,35.114755,138.5878
154485,35.114749,138.587745
154490,35.114743,138.58769
154495,35.114736,138.587635
154500,35.11473,138.58758
154505,35.114724,138.587528
