kilometer,latitude,longitude
109065,35.102323,139.030795
109070,35.102329,139.03074
109075,35.102335,139.030685
109080,35.102341,139.03063
109085,35.102347,139.030578
109090,35.102354,139.030525
109095,35.10236,139.030473
109100,35.102366,139.03042
109105,35.102372,139.030365
109110,35.102378,139.03031
109115,35.102384,139.030255
109120,35.10239,139.0302
109125,35.102396,139.030145
109130,35.102402,139.03009
109135,35.102408,139.030035
109140,35.102414,139.02998
109145,35.10242,139.029925
109150,35.102426,139.02987
109155,35.102432,139.029815
109160,35.102438,139.02976
109165,35.102444,139.029708
109170,35.10245,139.029655
109175,35.102456,139.029603
109180,35.102462,139.02955
109185,35.102468,139.029495
109190,35.102474,139.02944
109195,35.10248,139.029385
109200,35.102486,139.02933
109205,35.102492,139.029275
109210,35.102499,139.02922
109215,35.102505,139.029165
109220,35.102511,139.02911
109225,35.102517,139.029055
109230,35.102523,139.029
109235,35.102529,139.028945
109240,35.102535,139.02889
109245,35.102541,139.028835
109250,35.102547,139.02878
109255,35.102553,139.028725
109260,35.102559,139.02867
109265,35.102565,139.028618
109270,35.102571,139.028565
109275,35.102576,139.028513
109280,35.102582,139.02846
109285,35.102588,139.028405
109290,35.102594,139.02835
109295,35.102599,139.028295
109300,35.102605,139.02824
109305,35.102611,139.028185
109310,35.102617,139.02813
109315,35.102622,139.028075
109320,35.102628,139.02802
109325,35.102634,139.027965
109330,35.10264,139.02791
109335,35.102645,139.027855
109340,35.102651,139.0278
109345,35.102657,139.027745
109350,35.102663,139.02769
109355,35.102668,139.027635
109360,35.102674,139.02758
109365,35.10268,139.027528
109370,35.102686,139.027475
109375,35.102691,139.027423
109380,35.102697,139.02737
109385,35.102703,139.027315
109390,35.102709,139.02726
109395,35.102714,139.027205
109400,35.10272,139.02715
109405,35.102726,139.027095
109410,35.102732,139.02704
109415,35.102738,139.026985
109420,35.102744,139.02693
109425,35.10275,139.026875
109430,35.102756,139.02682
109435,35.102761,139.026765
109440,35.102767,139.02671
109445,35.102773,139.026655
109450,35.102779,139.0266
109455,35.102785,139.026545
109460,35.102791,139.02649
109465,35.102797,139.026438
109470,35.102803,139.026385
109475,35.102809,139.026333
109480,35.102815,139.02628
109485,35.102821,139.026225
109490,35.102827,139.02617
109495,35.102832,139.026115
109500,35.102838,139.02606
109505,35.102844,139.026005
109510,35.10285,139.02595
109515,35.102856,139.025895
109520,35.102862,139.02584
109525,35.102868,139.025785
109530,35.102874,139.02573
109535,35.10288,139.025675
109540,35.102886,139.02562
109545,35.102892,139.025568
109550,35.102898,139.025515
109555,35.102903,139.025463
109560,35.102909,139.02541
109565,35.102915,139.025355
109570,35.102921,139.0253
109575,35.102927,139.025245
109580,35.102933,139.02519
109585,35.102939,139.025135
109590,35.102945,139.02508
109595,35.102951,139.025025
109600,35.102957,139.02497
109605,35.102963,139.024915
109610,35.102969,139.02486
109615,35.102974,139.024805
109620,35.10298,139.02475
109625,35.102986,139.024695
109630,35.102992,139.02464
109635,35.102998,139.024585
109640,35.103004,139.02453
109645,35.10301,139.024478
109650,35.103016,139.024425
109655,35.103021,139.024373
109660,35.103027,139.02432
109665,35.103033,139.024265
109670,35.103039,139.02421
109675,35.103045,139.024155
109680,35.103051,139.0241
109685,35.103057,139.024045
109690,35.103063,139.02399
109695,35.103069,139.023935
109700,35.103075,139.02388
109705,35.103081,139.023825
109710,35.103087,139.02377
109715,35.103092,139.023715
109720,35.103098,139.02366
109725,35.103104,139.023605
109730,35.10311,139.02355
109735,35.103116,139.023495
109740,35.103122,139.02344
109745,35.103128,139.023388
109750,35.103134,139.023335
109755,35.103139,139.023283
109760,35.103145,139.02323
109765,35.103151,139.023175
109770,35.103157,139.02312
109775,35.103163,139.023065
109780,35.103169,139.02301
109785,35.103175,139.022955
109790,35.103181,139.0229
109795,35.103187,139.022845
109800,35.103193,139.02279
109805,35.103199,139.022735
109810,35.103205,139.02268
109815,35.10321,139.022625
109820,35.103216,139.02257
109825,35.103222,139.022518
109830,35.103228,139.022465
109835,35.103234,139.022413
109840,35.10324,139.02236
109845,35.103246,139.022305
109850,35.103252,139.02225
109855,35.103257,139.022195
109860,35.103263,139.02214
109865,35.103269,139.022085
109870,35.103275,139.02203
109875,35.103281,139.021975
109880,35.103287,139.02192
109885,35.103293,139.021865
109890,35.103299,139.02181
109895,35.103305,139.021755
109900,35.103311,139.0217
109905,35.103317,139.021645
109910,35.103323,139.02159
109915,35.103329,139.021535
109920,35.103335,139.02148
109925,35.103341,139.021428
109930,35.103347,139.021375
109935,35.103353,139.021323
109940,35.103359,139.02127
109945,35.103365,139.021215
109950,35.103371,139.02116
109955,35.103377,139.021105
109960,35.103383,139.02105
109965,35.103389,139.020995
109970,35.103395,139.02094
109975,35.103401,139.020885
109980,35.103407,139.02083
109985,35.103413,139.020775
109990,35.103419,139.02072
109995,35.103425,139.020665
110000,35.103431,139.02061
110005,35.103437,139.020555
110010,35.103443,139.0205
110015,35.103448,139.020445
110020,35.103454,139.02039
110025,35.10346,139.020338
110030,35.103466,139.020285
110035,35.103472,139.020233
110040,35.103478,139.02018
110045,35.103484,139.020125
110050,35.10349,139.02007
110055,35.103496,139.020015
110060,35.103502,139.01996
110065,35.103508,139.019905
110070,35.103514,139.01985
110075,35.10352,139.019795
110080,35.103526,139.01974
110085,35.103532,139.019685
110090,35.103538,139.01963
110095,35.103544,139.019575
110100,35.10355,139.01952
110105,35.103556,139.019468
110110,35.103562,139.019415
110115,35.103568,139.019363
110120,35.103574,139.01931
110125,35.10358,139.019255
110130,35.103586,139.0192
110135,35.103591,139.019145
110140,35.103597,139.01909
110145,35.103603,139.019035
110150,35.103609,139.01898
110155,35.103614,139.018925
110160,35.10362,139.01887
110165,35.103626,139.018815
110170,35.103632,139.01876
110175,35.103637,139.018705
110180,35.103643,139.01865
110185,35.103649,139.018595
110190,35.103655,139.01854
110195,35.10366,139.018485
110200,35.103666,139.01843
110205,35.103672,139.018378
110210,35.103678,139.018325
110215,35.103683,139.018273
110220,35.103689,139.01822
110225,35.103695,139.018165
110230,35.103701,139.01811
110235,35.103706,139.018055
110240,35.103712,139.018
110245,35.103718,139.017945
110250,35.103724,139.01789
110255,35.103729,139.017835
110260,35.103735,139.01778
110265,35.103741,139.017725
110270,35.103747,139.01767
110275,35.103752,139.017615
110280,35.103758,139.01756
110285,35.103764,139.017505
110290,35.10377,139.01745
110295,35.103776,139.017395
110300,35.103782,139.01734
110305,35.103788,139.017288
110310,35.103794,139.017235
110315,35.103799,139.017183
110320,35.103805,139.01713
110325,35.103811,139.017075
110330,35.103817,139.01702
110335,35.103822,139.016965
110340,35.103828,139.01691
110345,35.103834,139.016855
110350,35.10384,139.0168
110355,35.103845,139.016745
110360,35.103851,139.01669
110365,35.103857,139.016635
110370,35.103863,139.01658
110375,35.103868,139.016525
110380,35.103874,139.01647
110385,35.10388,139.016415
110390,35.103886,139.01636
110395,35.103892,139.016305
110400,35.103898,139.01625
110405,35.103904,139.016198
110410,35.10391,139.016145
110415,35.103916,139.016093
110420,35.103922,139.01604
110425,35.103928,139.015985
110430,35.103934,139.01593
110435,35.10394,139.015875
110440,35.103946,139.01582
110445,35.103952,139.015765
110450,35.103958,139.01571
110455,35.103964,139.015655
110460,35.10397,139.0156
110465,35.103976,139.015545
110470,35.103982,139.01549
110475,35.103988,139.015435
110480,35.103994,139.01538
110485,35.104,139.015328
110490,35.104006,139.015275
110495,35.104012,139.015223
110500,35.104018,139.01517
110505,35.104024,139.015115
110510,35.10403,139.01506
110515,35.104036,139.015005
110520,35.104042,139.01495
110525,35.104048,139.014895
110530,35.104054,139.01484
110535,35.104059,139.014785
110540,35.104065,139.01473
110545,35.104071,139.014675
110550,35.104077,139.01462
110555,35.104083,139.014565
110560,35.104089,139.01451
110565,35.104095,139.014455
110570,35.104101,139.0144
110575,35.104107,139.014345
110580,35.104113,139.01429
110585,35.104119,139.014238
110590,35.104125,139.014185
110595,35.104131,139.014133
110600,35.104137,139.01408
110605,35.104143,139.014025
110610,35.104149,139.01397
110615,35.104155,139.013915
110620,35.104161,139.01386
110625,35.104167,139.013805
110630,35.104173,139.01375
110635,35.104179,139.013695
110640,35.104185,139.01364
110645,35.104191,139.013585
110650,35.104197,139.01353
110655,35.104203,139.013475
110660,35.104209,139.01342
110665,35.104215,139.013365
110670,35.104221,139.01331
110675,35.104227,139.013255
110680,35.104233,139.0132
110685,35.104239,139.013148
110690,35.104245,139.013095
110695,35.10425,139.013043
110700,35.104256,139.01299
110705,35.104262,139.012935
110710,35.104268,139.01288
110715,35.104274,139.012825
110720,35.10428,139.01277
110725,35.104286,139.012715
110730,35.104292,139.01266
110735,35.104297,139.012605
110740,35.104303,139.01255
110745,35.104309,139.012495
110750,35.104315,139.01244
110755,35.104321,139.012385
110760,35.104327,139.01233
110765,35.104333,139.012278
110770,35.104339,139.012225
110775,35.104344,139.012173
110780,35.10435,139.01212
110785,35.104356,139.012065
110790,35.104362,139.01201
110795,35.104368,139.011955
110800,35.104374,139.0119
110805,35.10438,139.011845
110810,35.104386,139.01179
110815,35.104391,139.011735
110820,35.104397,139.01168
110825,35.104403,139.011625
110830,35.104409,139.01157
110835,35.104415,139.011515
110840,35.104421,139.01146
110845,35.104427,139.011405
110850,35.104433,139.01135
110855,35.104438,139.011295
110860,35.104444,139.01124
110865,35.10445,139.011188
110870,35.104456,139.011135
110875,35.104461,139.011083
110880,35.104467,139.01103
110885,35.104473,139.010975
110890,35.104479,139.01092
110895,35.104485,139.010865
110900,35.104491,139.01081
110905,35.104497,139.010755
110910,35.104503,139.0107
110915,35.104508,139.010645
110920,35.104514,139.01059
110925,35.10452,139.010535
110930,35.104526,139.01048
110935,35.104532,139.010425
110940,35.104538,139.01037
110945,35.104544,139.010315
110950,35.10455,139.01026
110955,35.104555,139.010205
110960,35.104561,139.01015
110965,35.104567,139.010098
110970,35.104573,139.010045
110975,35.104579,139.009993
110980,35.104585,139.00994
110985,35.104591,139.009885
110990,35.104597,139.00983
110995,35.104602,139.009775
111000,35.104608,139.00972
111005,35.104614,139.009665
111010,35.10462,139.00961
111015,35.104625,139.009555
111020,35.104631,139.0095
111025,35.104637,139.009445
111030,35.104643,139.00939
111035,35.104649,139.009335
111040,35.104655,139.00928
111045,35.104661,139.009225
111050,35.104668,139.00917
111055,35.104674,139.009115
111060,35.10468,139.00906
111065,35.104686,139.009008
111070,35.104692,139.008955
111075,35.104698,139.008903
111080,35.104704,139.00885
111085,35.10471,139.008795
111090,35.104716,139.00874
111095,35.104722,139.008685
111100,35.104728,139.00863
111105,35.104734,139.008575
111110,35.10474,139.00852
111115,35.104746,139.008465
111120,35.104752,139.00841
111125,35.104758,139.008355
111130,35.104765,139.0083
111135,35.104771,139.008245
111140,35.104777,139.00819
111145,35.104783,139.008138
111150,35.104789,139.008085
111155,35.104795,139.008033
111160,35.104801,139.00798
111165,35.104807,139.007925
111170,35.104813,139.00787
111175,35.104819,139.007815
111180,35.104825,139.00776
111185,35.104831,139.007705
111190,35.104837,139.00765
111195,35.104843,139.007595
111200,35.104849,139.00754
111205,35.104855,139.007485
111210,35.104862,139.00743
111215,35.104868,139.007375
111220,35.104874,139.00732
111225,35.10488,139.007265
111230,35.104886,139.00721
111235,35.104892,139.007155
111240,35.104898,139.0071
111245,35.104904,139.007048
111250,35.10491,139.006995
111255,35.104915,139.006943
111260,35.104921,139.00689
111265,35.104927,139.006835
111270,35.104933,139.00678
111275,35.104939,139.006725
111280,35.104945,139.00667
111285,35.104951,139.006615
111290,35.104957,139.00656
111295,35.104963,139.006505
111300,35.104969,139.00645
111305,35.104975,139.006395
111310,35.104981,139.00634
111315,35.104987,139.006285
111320,35.104993,139.00623
111325,35.104999,139.006178
111330,35.105005,139.006125
111335,35.105011,139.006073
111340,35.105017,139.00602
111345,35.105023,139.005965
111350,35.105029,139.00591
111355,35.105034,139.005855
111360,35.10504,139.0058
111365,35.105046,139.005745
111370,35.105052,139.00569
111375,35.105058,139.005635
111380,35.105064,139.00558
111385,35.10507,139.005525
111390,35.105076,139.00547
111395,35.105082,139.005415
111400,35.105088,139.00536
111405,35.105094,139.005305
111410,35.1051,139.00525
111415,35.105106,139.005195
111420,35.105112,139.00514
111425,35.105118,139.005088
111430,35.105124,139.005035
111435,35.10513,139.004983
111440,35.105136,139.00493
111445,35.105142,139.004875
111450,35.105148,139.00482
111455,35.105154,139.004765
111460,35.10516,139.00471
111465,35.105166,139.004655
111470,35.105172,139.0046
111475,35.105178,139.004545
111480,35.105184,139.00449
111485,35.10519,139.004435
111490,35.105196,139.00438
111495,35.105202,139.004325
111500,35.105208,139.00427
111505,35.105214,139.004215
111510,35.10522,139.00416
111515,35.105225,139.004105
111520,35.105231,139.00405
111525,35.105237,139.003998
111530,35.105243,139.003945
111535,35.105249,139.003893
111540,35.105255,139.00384
111545,35.105261,139.003785
111550,35.105267,139.00373
111555,35.105273,139.003675
111560,35.105279,139.00362
111565,35.105285,139.003565
111570,35.105291,139.00351
111575,35.105297,139.003455
111580,35.105303,139.0034
111585,35.105309,139.003345
111590,35.105315,139.00329
111595,35.105321,139.003235
111600,35.105327,139.00318
111605,35.105333,139.003128
111610,35.105339,139.003075
111615,35.105345,139.003023
111620,35.105351,139.00297
111625,35.105357,139.002915
111630,35.105363,139.00286
111635,35.105369,139.002805
111640,35.105375,139.00275
